X,Y,Z,Label
56,28,866,0
53,86,850,0
47,136,838,0
49,153,827,0
22,123,823,0
-2,65,843,0
-19,36,904,0
-17,7,966,0
-23,33,965,0
-18,73,909,0
-38,110,908,0
-45,136,896,0
-63,159,851,0
-90,143,876,0
-107,120,885,0
-112,82,888,0
-105,36,943,0
-120,36,928,0
-122,82,907,0
-108,140,856,0
-108,170,862,0
-111,178,870,0
-102,178,883,0
-123,143,909,0
-101,123,958,0
-96,94,938,0
-94,94,974,0
-87,97,958,0
-101,147,953,0
-96,189,956,0
-87,227,936,0
-80,242,926,0
-82,232,934,0
-78,202,928,0
-93,189,915,0
-81,167,955,0
-75,146,942,0
-73,167,927,0
-49,189,916,0
-49,199,935,0
-44,189,958,0
-38,198,956,0
-44,218,961,0
-46,221,947,0
-57,211,977,0
-46,193,962,0
-79,181,981,0
-67,210,984,0
-67,207,1000,0
-76,228,1009,0
-78,249,1009,0
-65,281,1017,0
-53,286,1046,0
-42,270,1061,0
-35,242,1081,0
-40,229,1080,0
-39,216,1104,0
-25,216,1109,0
-14,228,1107,0
-14,260,1087,0
1,273,1064,0
5,286,1037,0
7,305,1030,0
-2,295,1008,0
10,275,992,0
-1,247,1008,0
1,202,1033,0
16,182,1038,0
21,173,1039,0
6,147,1052,0
-11,136,1034,0
-14,132,1001,0
-32,116,978,0
-37,108,977,0
-31,48,1028,0
-34,41,1040,0
-40,23,1054,0
-43,0,1042,0
-54,-29,1075,0
-58,-64,1065,0
-54,-93,1092,0
-69,-121,1072,0
-63,-138,1046,0
-57,-145,1001,0
-60,-147,960,0
-82,-159,948,0
-51,-147,907,0
-70,-131,873,0
-64,-131,857,0
-72,-124,867,0
-71,-103,868,0
-71,-89,863,0
-56,-73,867,0
-56,-68,846,0
-45,-53,842,0
-40,-38,812,0
-52,-32,823,0
-37,-18,833,0
-52,16,830,0
-29,50,838,0
-16,86,849,0
-5,120,844,0
-8,112,824,0
9,102,790,0
2,83,796,0
-3,85,790,0
10,106,822,0
33,132,826,0
49,143,824,0
56,159,830,0
86,169,803,0
87,186,803,0
116,176,817,0
134,183,803,0
136,174,839,0
159,154,821,0
175,154,812,0
169,172,842,0
183,217,845,0
201,269,843,0
195,311,834,0
191,335,810,0
177,373,802,0
190,400,864,0
213,415,896,0
226,404,917,0
246,408,916,0
269,410,947,0
277,405,970,0
287,408,985,0
